Start_date,End_date,Category,Start_location,Stop_location,Miles,Purpose,Hour,Month,Day_of_the_week,Weekday,Duration
2016-05-20 15:43:00,2016-05-20 16:12:00,Business,Morrisville,Cary,8.2,Meal/Entertain,15,May,4,Fri,0 days 00:29:00
2016-05-22 15:39:00,2016-05-22 15:46:00,Business,Cary,Morrisville,3.0,Meal/Entertain,15,May,6,Sun,0 days 00:07:00
2016-05-22 18:46:00,2016-05-22 18:53:00,Business,Morrisville,Cary,2.5,Meal/Entertain,18,May,6,Sun,0 days 00:07:00
2016-05-23 20:19:00,2016-05-23 20:27:00,Business,Whitebridge,Savon Height,3.6,Meal/Entertain,20,May,0,Mon,0 days 00:08:00
2016-05-23 21:09:00,2016-05-23 21:21:00,Business,Savon Height,Whitebridge,3.6,Errand/Supplies,21,May,0,Mon,0 days 00:12:00
2016-05-27 20:26:00,2016-05-27 20:30:00,Business,Whitebridge,Kildaire Farms,4.5,Errand/Supplies,20,May,4,Fri,0 days 00:04:00
2016-05-27 20:47:00,2016-05-27 20:53:00,Business,Savon Height,Kilarney Woods,1.2,Unknown,20,May,4,Fri,0 days 00:06:00
2016-05-27 22:11:00,2016-05-27 22:14:00,Business,Kilarney Woods,Kildaire Farms,1.7,Errand/Supplies,22,May,4,Fri,0 days 00:03:00
2016-05-28 00:15:00,2016-05-28 00:21:00,Business,Kilarney Woods,Whitebridge,4.7,Errand/Supplies,0,May,5,Sat,0 days 00:06:00
2016-05-28 12:52:00,2016-05-28 13:06:00,Business,Cary,Morrisville,6.1,Meal/Entertain,12,May,5,Sat,0 days 00:14:00
2016-05-28 14:35:00,2016-05-28 15:04:00,Business,Morrisville,Cary,11.3,Customer Visit,14,May,5,Sat,0 days 00:29:00
2016-05-31 13:54:00,2016-05-31 14:41:00,Business,Cary,Raleigh,14.9,Meeting,13,May,1,Tue,0 days 00:47:00
2016-05-31 16:02:00,2016-05-31 16:39:00,Business,Raleigh,Cary,14.0,Meeting,16,May,1,Tue,0 days 00:37:00
2016-05-31 17:50:00,2016-05-31 17:59:00,Business,Westpark Place,Whitebridge,1.8,Unknown,17,May,1,Tue,0 days 00:09:00
2016-06-01 10:19:00,2016-06-01 10:47:00,Business,Cary,Morrisville,6.7,Customer Visit,10,June,2,Wed,0 days 00:28:00
2016-06-01 13:10:00,2016-06-01 13:39:00,Business,Morrisville,Cary,9.6,Meeting,13,June,2,Wed,0 days 00:29:00
2016-06-03 11:29:00,2016-06-03 11:49:00,Business,Cary,Durham,10.4,Meeting,11,June,4,Fri,0 days 00:20:00
2016-06-03 13:08:00,2016-06-03 13:38:00,Business,Durham,Cary,9.9,Meeting,13,June,4,Fri,0 days 00:30:00
2016-06-03 15:31:00,2016-06-03 15:54:00,Business,Cary,Morrisville,6.0,Meal/Entertain,15,June,4,Fri,0 days 00:23:00
2016-06-03 18:14:00,2016-06-03 18:29:00,Business,Townes at Everett Crossing,Chessington,3.3,Errand/Supplies,18,June,4,Fri,0 days 00:15:00
2016-06-03 18:41:00,2016-06-03 18:53:00,Business,Morrisville,Cary,3.1,Errand/Supplies,18,June,4,Fri,0 days 00:12:00
2016-06-03 19:36:00,2016-06-03 19:42:00,Business,Huntington Woods,Weston,1.7,Errand/Supplies,19,June,4,Fri,0 days 00:06:00
2016-06-03 22:47:00,2016-06-03 23:06:00,Business,Morrisville,Cary,4.0,Between Offices,22,June,4,Fri,0 days 00:19:00
2016-06-05 14:03:00,2016-06-05 14:33:00,Business,Whitebridge,Savon Height,7.8,Customer Visit,14,June,6,Sun,0 days 00:30:00
2016-06-05 15:06:00,2016-06-05 15:22:00,Business,Cary,Morrisville,7.8,Customer Visit,15,June,6,Sun,0 days 00:16:00
2016-06-05 15:57:00,2016-06-05 16:08:00,Business,Weston,Weston,3.8,Meal/Entertain,15,June,6,Sun,0 days 00:11:00
2016-06-05 18:05:00,2016-06-05 18:14:00,Business,Morrisville,Cary,2.5,Meal/Entertain,18,June,6,Sun,0 days 00:09:00
2016-06-05 21:53:00,2016-06-05 22:05:00,Business,Cary,Durham,9.9,Meeting,21,June,6,Sun,0 days 00:12:00
2016-06-05 23:52:00,2016-06-06 00:08:00,Business,Durham,Cary,9.9,Meeting,23,June,6,Sun,0 days 00:16:00
2016-06-06 15:36:00,2016-06-06 15:45:00,Business,Whitebridge,Hazelwood,3.0,Errand/Supplies,15,June,0,Mon,0 days 00:09:00
2016-06-06 16:16:00,2016-06-06 16:24:00,Business,Hazelwood,Whitebridge,2.4,Errand/Supplies,16,June,0,Mon,0 days 00:08:00
2016-06-06 20:06:00,2016-06-06 20:20:00,Business,Cary,Apex,5.7,Meal/Entertain,20,June,0,Mon,0 days 00:14:00
2016-06-06 21:08:00,2016-06-06 21:37:00,Business,Apex,Cary,7.2,Meal/Entertain,21,June,0,Mon,0 days 00:29:00
2016-06-06 21:41:00,2016-06-06 22:00:00,Business,Cary,Durham,10.4,Meeting,21,June,0,Mon,0 days 00:19:00
2016-06-06 23:34:00,2016-06-06 23:48:00,Business,Durham,Cary,9.9,Meeting,23,June,0,Mon,0 days 00:14:00
2016-06-07 21:42:00,2016-06-07 22:00:00,Business,Cary,Durham,10.4,Meeting,21,June,1,Tue,0 days 00:18:00
2016-06-07 23:41:00,2016-06-08 00:04:00,Business,Durham,Cary,9.9,Meeting,23,June,1,Tue,0 days 00:23:00
2016-06-08 08:23:00,2016-06-08 08:53:00,Business,Cary,Morrisville,8.7,Meal/Entertain,8,June,2,Wed,0 days 00:30:00
2016-06-08 12:04:00,2016-06-08 13:01:00,Business,Jamaica,New York,22.3,Errand/Supplies,12,June,2,Wed,0 days 00:57:00
2016-06-08 13:12:00,2016-06-08 13:29:00,Business,Seaport,Gramercy-Flatiron,3.3,Meal/Entertain,13,June,2,Wed,0 days 00:17:00
2016-06-08 14:31:00,2016-06-08 14:37:00,Business,Medical Centre,Tudor City,0.7,Errand/Supplies,14,June,2,Wed,0 days 00:06:00
2016-06-08 16:55:00,2016-06-08 17:11:00,Business,Rose Hill,Soho,2.5,Meal/Entertain,16,June,2,Wed,0 days 00:16:00
2016-06-08 17:16:00,2016-06-08 17:18:00,Business,Soho,Tribeca,0.5,Errand/Supplies,17,June,2,Wed,0 days 00:02:00
2016-06-08 17:59:00,2016-06-08 18:05:00,Business,Tribeca,Financial District,0.9,Errand/Supplies,17,June,2,Wed,0 days 00:06:00
2016-06-08 20:11:00,2016-06-08 20:25:00,Business,Financial District,Kips Bay,4.8,Errand/Supplies,20,June,2,Wed,0 days 00:14:00
2016-06-10 15:19:00,2016-06-10 16:28:00,Business,New York,Jamaica,16.3,Meeting,15,June,4,Fri,0 days 01:09:00
2016-06-10 21:47:00,2016-06-10 22:04:00,Business,Cary,Durham,10.4,Meeting,21,June,4,Fri,0 days 00:17:00
2016-06-10 23:53:00,2016-06-11 00:01:00,Business,Durham,Cary,9.9,Meeting,23,June,4,Fri,0 days 00:08:00
2016-06-11 17:08:00,2016-06-11 17:16:00,Business,Cary,Morrisville,3.7,Errand/Supplies,17,June,5,Sat,0 days 00:08:00
2016-06-11 17:34:00,2016-06-11 17:39:00,Business,Morrisville,Cary,4.6,Meal/Entertain,17,June,5,Sat,0 days 00:05:00
2016-06-11 17:50:00,2016-06-11 17:56:00,Business,Westpark Place,Whitebridge,1.7,Unknown,17,June,5,Sat,0 days 00:06:00
2016-06-11 21:45:00,2016-06-11 22:04:00,Business,Cary,Durham,10.4,Meeting,21,June,5,Sat,0 days 00:19:00
2016-06-11 23:39:00,2016-06-12 00:05:00,Business,Durham,Cary,9.9,Meeting,23,June,5,Sat,0 days 00:26:00
2016-06-12 19:53:00,2016-06-12 19:56:00,Business,Cary,Morrisville,2.5,Meal/Entertain,19,June,6,Sun,0 days 00:03:00
2016-06-12 20:05:00,2016-06-12 20:16:00,Business,Morrisville,Cary,4.3,Errand/Supplies,20,June,6,Sun,0 days 00:11:00
2016-06-12 21:58:00,2016-06-12 22:19:00,Business,Parkway,Whitebridge,2.8,Errand/Supplies,21,June,6,Sun,0 days 00:21:00
2016-06-13 05:23:00,2016-06-13 05:42:00,Business,Cary,Morrisville,8.4,Meal/Entertain,5,June,0,Mon,0 days 00:19:00
2016-06-13 14:17:00,2016-06-13 14:46:00,Business,Oakland,Emeryville,13.2,Meeting,14,June,0,Mon,0 days 00:29:00
2016-06-13 18:08:00,2016-06-13 18:47:00,Business,Emeryville,Berkeley,3.9,Meal/Entertain,18,June,0,Mon,0 days 00:39:00
2016-06-13 18:54:00,2016-06-13 19:23:00,Business,Berkeley,Oakland,5.1,Meal/Entertain,18,June,0,Mon,0 days 00:29:00
2016-06-13 20:00:00,2016-06-13 20:05:00,Business,Oakland,Unknown Location,5.2,Customer Visit,20,June,0,Mon,0 days 00:05:00
2016-06-14 12:03:00,2016-06-14 12:21:00,Business,Emeryville,San Francisco,9.8,Unknown,12,June,1,Tue,0 days 00:18:00
2016-06-14 16:09:00,2016-06-14 16:39:00,Business,San Francisco,Emeryville,11.6,Meeting,16,June,1,Tue,0 days 00:30:00
2016-06-14 17:15:00,2016-06-14 17:24:00,Business,Emeryville,Oakland,5.1,Meeting,17,June,1,Tue,0 days 00:09:00
2016-06-14 17:27:00,2016-06-14 17:57:00,Business,Downtown,Bay Farm Island,9.3,Errand/Supplies,17,June,1,Tue,0 days 00:30:00
2016-06-15 01:46:00,2016-06-15 02:06:00,Business,Kenner,New Orleans,12.4,Between Offices,1,June,2,Wed,0 days 00:20:00
2016-06-15 15:26:00,2016-06-15 15:34:00,Business,CBD,Lower Garden District,1.9,Between Offices,15,June,2,Wed,0 days 00:08:00
2016-06-15 16:37:00,2016-06-15 17:02:00,Business,Lower Garden District,Lakeview,6.4,Customer Visit,16,June,2,Wed,0 days 00:25:00
2016-06-15 17:29:00,2016-06-15 17:49:00,Personal,Lakeview,Storyville,5.5,Unknown,17,June,2,Wed,0 days 00:20:00
2016-06-15 19:52:00,2016-06-15 19:58:00,Business,Storyville,Faubourg Marigny,1.5,Meal/Entertain,19,June,2,Wed,0 days 00:06:00
2016-06-16 13:36:00,2016-06-16 14:30:00,Business,New Orleans,Metairie,14.5,Unknown,13,June,3,Thu,0 days 00:54:00
2016-06-16 14:42:00,2016-06-16 14:46:00,Business,Metairie,Kenner,2.7,Unknown,14,June,3,Thu,0 days 00:04:00
2016-06-16 15:17:00,2016-06-16 15:41:00,Business,Kenner,New Orleans,15.0,Unknown,15,June,3,Thu,0 days 00:24:00
2016-06-16 19:39:00,2016-06-16 19:56:00,Business,New Orleans,Kenner,12.9,Unknown,19,June,3,Thu,0 days 00:17:00
2016-06-16 21:43:00,2016-06-16 21:56:00,Business,Kenner,New Orleans,13.6,Unknown,21,June,3,Thu,0 days 00:13:00
2016-06-17 16:11:00,2016-06-17 16:44:00,Business,New Orleans,Kenner,12.2,Unknown,16,June,4,Fri,0 days 00:33:00
2016-06-18 00:29:00,2016-06-18 00:51:00,Business,Morrisville,Cary,8.7,Unknown,0,June,5,Sat,0 days 00:22:00
2016-06-19 02:39:00,2016-06-19 02:50:00,Business,Cary,Raleigh,6.0,Unknown,2,June,6,Sun,0 days 00:11:00
2016-06-19 05:51:00,2016-06-19 06:00:00,Business,Raleigh,Cary,5.9,Unknown,5,June,6,Sun,0 days 00:09:00
2016-06-21 15:39:00,2016-06-21 16:08:00,Business,Cary,Raleigh,19.3,Unknown,15,June,1,Tue,0 days 00:29:00
2016-06-21 17:11:00,2016-06-21 18:02:00,Business,Raleigh,Cary,16.6,Meal/Entertain,17,June,1,Tue,0 days 00:51:00
2016-06-24 10:41:00,2016-06-24 10:57:00,Business,Whitebridge,Waverly Place,7.1,Meal/Entertain,10,June,4,Fri,0 days 00:16:00
2016-06-24 11:54:00,2016-06-24 12:01:00,Business,Waverly Place,Macgregor Downs,2.1,Meal/Entertain,11,June,4,Fri,0 days 00:07:00
2016-06-24 12:19:00,2016-06-24 12:37:00,Business,Cary,Raleigh,8.6,Errand/Supplies,12,June,4,Fri,0 days 00:18:00
2016-06-24 12:50:00,2016-06-24 13:12:00,Business,Raleigh,Morrisville,9.0,Errand/Supplies,12,June,4,Fri,0 days 00:22:00
2016-06-24 13:18:00,2016-06-24 13:27:00,Business,Morrisville,Cary,3.1,Errand/Supplies,13,June,4,Fri,0 days 00:09:00
2016-06-24 14:01:00,2016-06-24 14:20:00,Business,Cary,Morrisville,8.4,Temporary Site,14,June,4,Fri,0 days 00:19:00
2016-06-24 20:44:00,2016-06-24 21:02:00,Business,Kenner,New Orleans,12.8,Unknown,20,June,4,Fri,0 days 00:18:00
2016-06-25 09:03:00,2016-06-25 09:12:00,Business,CBD,Bywater,4.5,Unknown,9,June,5,Sat,0 days 00:09:00
2016-06-25 09:15:00,2016-06-25 10:08:00,Business,New Orleans,Chalmette,11.8,Between Offices,9,June,5,Sat,0 days 00:53:00
2016-06-25 10:18:00,2016-06-25 10:25:00,Business,Chalmette,Arabi,1.1,Errand/Supplies,10,June,5,Sat,0 days 00:07:00
2016-06-25 10:50:00,2016-06-25 11:18:00,Business,Arabi,Metairie,17.0,Meal/Entertain,10,June,5,Sat,0 days 00:28:00
2016-06-25 11:25:00,2016-06-25 11:34:00,Business,Pontchartrain Shores,Pontchartrain Shores,1.7,Meeting,11,June,5,Sat,0 days 00:09:00
2016-06-25 11:53:00,2016-06-25 13:21:00,Business,Metairie,New Orleans,15.5,Meeting,11,June,5,Sat,0 days 01:28:00
2016-06-25 19:47:00,2016-06-25 19:58:00,Business,Storyville,Marigny,1.6,Unknown,19,June,5,Sat,0 days 00:11:00
2016-06-25 23:19:00,2016-06-25 23:26:00,Business,Marigny,Storyville,1.5,Unknown,23,June,5,Sat,0 days 00:07:00
2016-06-26 17:43:00,2016-06-26 18:18:00,Business,New Orleans,Kenner,12.6,Meeting,17,June,6,Sun,0 days 00:35:00
2016-06-26 18:45:00,2016-06-26 19:12:00,Business,Pontchartrain Shores,Pontchartrain Shores,4.8,Unknown,18,June,6,Sun,0 days 00:27:00
2016-06-26 19:41:00,2016-06-26 19:50:00,Business,Kenner,Kenner,2.2,Unknown,19,June,6,Sun,0 days 00:09:00
2016-06-26 21:14:00,2016-06-26 21:42:00,Business,Kenner,New Orleans,13.0,Unknown,21,June,6,Sun,0 days 00:28:00
2016-06-27 07:37:00,2016-06-27 08:48:00,Business,New Orleans,Covington,46.9,Unknown,7,June,0,Mon,0 days 01:11:00
2016-06-27 08:51:00,2016-06-27 09:00:00,Business,Covington,Covington,2.5,Unknown,8,June,0,Mon,0 days 00:09:00
2016-06-27 09:05:00,2016-06-27 09:33:00,Business,Covington,Covington,8.6,Unknown,9,June,0,Mon,0 days 00:28:00
2016-06-27 09:43:00,2016-06-27 10:08:00,Business,Covington,Covington,5.2,Unknown,9,June,0,Mon,0 days 00:25:00
2016-06-27 10:22:00,2016-06-27 10:39:00,Business,Covington,Covington,7.6,Unknown,10,June,0,Mon,0 days 00:17:00
2016-06-27 10:51:00,2016-06-27 10:58:00,Business,Covington,Covington,1.8,Unknown,10,June,0,Mon,0 days 00:07:00
2016-06-27 11:06:00,2016-06-27 11:24:00,Business,Covington,Mandeville,4.7,Unknown,11,June,0,Mon,0 days 00:18:00
2016-06-27 11:30:00,2016-06-27 11:42:00,Business,Mandeville,Mandeville,2.8,Unknown,11,June,0,Mon,0 days 00:12:00
2016-06-27 12:22:00,2016-06-27 13:02:00,Business,Mandeville,Metairie,30.0,Unknown,12,June,0,Mon,0 days 00:40:00
2016-06-27 13:56:00,2016-06-27 14:05:00,Business,Metairie,Kenner,4.4,Unknown,13,June,0,Mon,0 days 00:09:00
2016-06-27 21:09:00,2016-06-27 21:19:00,Business,Jamestown Court,Jamestown Court,1.0,Unknown,21,June,0,Mon,0 days 00:10:00
2016-06-28 00:48:00,2016-06-28 01:05:00,Business,Morrisville,Cary,8.2,Customer Visit,0,June,1,Tue,0 days 00:17:00
2016-06-28 20:13:00,2016-06-28 20:33:00,Business,Cary,Durham,10.4,Meeting,20,June,1,Tue,0 days 00:20:00
2016-06-28 23:34:00,2016-06-28 23:59:00,Business,Durham,Cary,9.9,Meeting,23,June,1,Tue,0 days 00:25:00
2016-06-28 23:34:00,2016-06-28 23:59:00,Business,Durham,Cary,9.9,Meeting,23,June,1,Tue,0 days 00:25:00
2016-06-29 08:56:00,2016-06-29 09:24:00,Business,Cary,Morrisville,7.3,Unknown,8,June,2,Wed,0 days 00:28:00
2016-06-29 10:22:00,2016-06-29 10:38:00,Business,Morrisville,Cary,7.4,Unknown,10,June,2,Wed,0 days 00:16:00
2016-06-29 11:49:00,2016-06-29 11:51:00,Business,Whitebridge,Westpark Place,1.6,Unknown,11,June,2,Wed,0 days 00:02:00
2016-06-29 12:11:00,2016-06-29 12:16:00,Business,Westpark Place,Whitebridge,1.8,Unknown,12,June,2,Wed,0 days 00:05:00
2016-06-29 20:11:00,2016-06-29 20:29:00,Business,Cary,Durham,10.4,Meeting,20,June,2,Wed,0 days 00:18:00
2016-06-29 23:38:00,2016-06-30 00:00:00,Business,Durham,Cary,9.9,Meeting,23,June,2,Wed,0 days 00:22:00
2016-06-30 20:09:00,2016-06-30 20:26:00,Business,Cary,Durham,9.9,Meeting,20,June,3,Thu,0 days 00:17:00
2016-07-01 00:00:00,2016-07-01 00:25:00,Business,Durham,Cary,9.9,Meeting,0,July,4,Fri,0 days 00:25:00
2016-07-01 09:34:00,2016-07-01 09:57:00,Business,Cary,Raleigh,13.3,Meeting,9,July,4,Fri,0 days 00:23:00
2016-07-01 12:36:00,2016-07-01 13:00:00,Business,Raleigh,Cary,11.3,Meeting,12,July,4,Fri,0 days 00:24:00
2016-07-01 20:06:00,2016-07-01 20:24:00,Business,Cary,Durham,10.5,Meeting,20,July,4,Fri,0 days 00:18:00
2016-07-01 23:48:00,2016-07-02 00:09:00,Business,Durham,Cary,9.9,Meeting,23,July,4,Fri,0 days 00:21:00
2016-07-02 20:18:00,2016-07-02 20:36:00,Business,Cary,Durham,10.1,Meeting,20,July,5,Sat,0 days 00:18:00
2016-07-02 23:48:00,2016-07-03 00:12:00,Business,Durham,Cary,9.9,Meeting,23,July,5,Sat,0 days 00:24:00
2016-07-03 00:28:00,2016-07-03 00:38:00,Business,Cary,Morrisville,3.1,Errand/Supplies,0,July,6,Sun,0 days 00:10:00
2016-07-03 03:02:00,2016-07-03 03:08:00,Business,Morrisville,Cary,3.1,Errand/Supplies,3,July,6,Sun,0 days 00:06:00
2016-07-03 20:00:00,2016-07-03 20:18:00,Business,Cary,Durham,9.9,Meeting,20,July,6,Sun,0 days 00:18:00
2016-07-04 00:32:00,2016-07-04 00:47:00,Business,Durham,Cary,9.9,Meeting,0,July,0,Mon,0 days 00:15:00
2016-07-04 17:31:00,2016-07-04 17:49:00,Business,Whitebridge,Summerwinds,8.8,Meeting,17,July,0,Mon,0 days 00:18:00
2016-07-04 18:23:00,2016-07-04 18:49:00,Business,Summerwinds,Whitebridge,8.7,Temporary Site,18,July,0,Mon,0 days 00:26:00
2016-07-04 20:00:00,2016-07-04 20:17:00,Business,Cary,Durham,11.8,Meeting,20,July,0,Mon,0 days 00:17:00
2016-07-05 00:00:00,2016-07-05 00:05:00,Business,Parkwood,Parkwood,1.2,Errand/Supplies,0,July,1,Tue,0 days 00:05:00
2016-07-05 00:08:00,2016-07-05 00:28:00,Business,Durham,Cary,9.9,Meeting,0,July,1,Tue,0 days 00:20:00
2016-07-05 16:48:00,2016-07-05 16:52:00,Business,Whitebridge,Whitebridge,0.6,Errand/Supplies,16,July,1,Tue,0 days 00:04:00
2016-07-05 20:06:00,2016-07-05 20:26:00,Business,Cary,Durham,9.9,Unknown,20,July,1,Tue,0 days 00:20:00
2016-07-05 22:41:00,2016-07-05 23:02:00,Business,Durham,Morrisville,8.6,Unknown,22,July,1,Tue,0 days 00:21:00
2016-07-06 00:33:00,2016-07-06 00:53:00,Business,Morrisville,Cary,6.3,Meal/Entertain,0,July,2,Wed,0 days 00:20:00
2016-07-06 09:06:00,2016-07-06 09:25:00,Business,Cary,Durham,9.9,Meeting,9,July,2,Wed,0 days 00:19:00
2016-07-06 12:48:00,2016-07-06 13:08:00,Business,Durham,Cary,9.9,Unknown,12,July,2,Wed,0 days 00:20:00
2016-07-06 20:04:00,2016-07-06 20:14:00,Business,Cary,Morrisville,3.3,Meal/Entertain,20,July,2,Wed,0 days 00:10:00
2016-07-06 23:46:00,2016-07-06 23:59:00,Business,Morrisville,Cary,3.1,Customer Visit,23,July,2,Wed,0 days 00:13:00
2016-07-07 08:22:00,2016-07-07 08:50:00,Business,Cary,Morrisville,7.9,Temporary Site,8,July,3,Thu,0 days 00:28:00
2016-07-07 10:27:00,2016-07-07 10:33:00,Business,Morrisville,Cary,8.9,Unknown,10,July,3,Thu,0 days 00:06:00
2016-07-07 12:59:00,2016-07-07 13:35:00,Business,Kenner,New Orleans,12.8,Unknown,12,July,3,Thu,0 days 00:36:00
2016-07-08 09:50:00,2016-07-08 10:13:00,Business,CBD,Pontchartrain Beach,7.7,Unknown,9,July,4,Fri,0 days 00:23:00
2016-07-08 10:51:00,2016-07-08 11:12:00,Business,Pontchartrain Beach,CBD,7.0,Unknown,10,July,4,Fri,0 days 00:21:00
2016-07-08 13:48:00,2016-07-08 14:11:00,Business,New Orleans,Metairie,12.5,Unknown,13,July,4,Fri,0 days 00:23:00
2016-07-08 17:11:00,2016-07-08 17:30:00,Business,Kenner,New Orleans,13.2,Unknown,17,July,4,Fri,0 days 00:19:00
2016-07-09 09:03:00,2016-07-09 09:46:00,Business,New Orleans,Kenner,13.0,Unknown,9,July,5,Sat,0 days 00:43:00
2016-07-09 09:52:00,2016-07-09 10:06:00,Business,Kenner,Metairie,4.9,Unknown,9,July,5,Sat,0 days 00:14:00
2016-07-09 10:15:00,2016-07-09 10:33:00,Business,Metairie,New Orleans,8.5,Unknown,10,July,5,Sat,0 days 00:18:00
2016-07-10 14:10:00,2016-07-10 14:17:00,Business,CBD,St Thomas,1.3,Unknown,14,July,6,Sun,0 days 00:07:00
2016-07-10 16:04:00,2016-07-10 16:15:00,Business,St Thomas,CBD,1.8,Unknown,16,July,6,Sun,0 days 00:11:00
2016-07-10 18:05:00,2016-07-10 18:21:00,Business,New Orleans,Kenner,13.6,Unknown,18,July,6,Sun,0 days 00:16:00
2016-07-10 19:51:00,2016-07-10 20:08:00,Business,Kenner,New Orleans,13.4,Unknown,19,July,6,Sun,0 days 00:17:00
2016-07-12 16:10:00,2016-07-12 16:45:00,Business,New Orleans,Kenner,12.3,Unknown,16,July,1,Tue,0 days 00:35:00
2016-07-12 19:21:00,2016-07-12 19:26:00,Personal,Kenner,Kenner,1.4,Unknown,19,July,1,Tue,0 days 00:05:00
2016-07-12 23:47:00,2016-07-13 00:11:00,Personal,Morrisville,Cary,8.7,Unknown,23,July,1,Tue,0 days 00:24:00
2016-07-13 12:39:00,2016-07-13 13:20:00,Personal,Cary,Morrisville,23.5,Unknown,12,July,2,Wed,0 days 00:41:00
2016-07-13 13:25:00,2016-07-13 13:39:00,Personal,Morrisville,Morrisville,2.2,Unknown,13,July,2,Wed,0 days 00:14:00
2016-07-13 13:42:00,2016-07-13 13:54:00,Personal,Morrisville,Cary,4.4,Unknown,13,July,2,Wed,0 days 00:12:00
2016-07-14 15:51:00,2016-07-14 15:59:00,Personal,Cary,Morrisville,3.3,Unknown,15,July,3,Thu,0 days 00:08:00
2016-07-14 16:03:00,2016-07-14 16:34:00,Business,Morrisville,Morrisville,11.8,Errand/Supplies,16,July,3,Thu,0 days 00:31:00
2016-07-14 16:39:00,2016-07-14 20:05:00,Business,Morrisville,Banner Elk,195.3,Unknown,16,July,3,Thu,0 days 03:26:00
2016-07-15 11:32:00,2016-07-15 11:53:00,Personal,Banner Elk,Banner Elk,8.3,Unknown,11,July,4,Fri,0 days 00:21:00
2016-07-15 12:09:00,2016-07-15 12:19:00,Personal,Banner Elk,Banner Elk,3.2,Unknown,12,July,4,Fri,0 days 00:10:00
2016-07-15 12:35:00,2016-07-15 13:15:00,Personal,Banner Elk,Elk Park,22.4,Unknown,12,July,4,Fri,0 days 00:40:00
2016-07-15 15:03:00,2016-07-15 15:33:00,Personal,Elk Park,Banner Elk,12.2,Unknown,15,July,4,Fri,0 days 00:30:00
2016-07-15 15:40:00,2016-07-15 15:52:00,Personal,Banner Elk,Banner Elk,4.5,Unknown,15,July,4,Fri,0 days 00:12:00
2016-07-16 13:14:00,2016-07-16 14:10:00,Personal,Banner Elk,Newland,28.1,Unknown,13,July,5,Sat,0 days 00:56:00
2016-07-16 14:14:00,2016-07-16 14:30:00,Personal,Newland,Newland,3.8,Unknown,14,July,5,Sat,0 days 00:16:00
2016-07-16 15:29:00,2016-07-16 16:57:00,Personal,Newland,Boone,41.9,Unknown,15,July,5,Sat,0 days 01:28:00
2016-07-16 19:42:00,2016-07-16 20:35:00,Personal,Boone,Banner Elk,23.8,Unknown,19,July,5,Sat,0 days 00:53:00
2016-07-16 21:45:00,2016-07-16 22:18:00,Personal,Banner Elk,Banner Elk,13.0,Unknown,21,July,5,Sat,0 days 00:33:00
2016-07-16 22:50:00,2016-07-16 23:03:00,Business,Banner Elk,Banner Elk,4.4,Errand/Supplies,22,July,5,Sat,0 days 00:13:00
2016-07-17 11:23:00,2016-07-17 11:50:00,Personal,Banner Elk,Boone,15.1,Charity ($),11,July,6,Sun,0 days 00:27:00
2016-07-17 12:20:00,2016-07-17 15:25:00,Personal,Boone,Cary,180.2,Commute,12,July,6,Sun,0 days 03:05:00
2016-07-18 10:37:00,2016-07-18 10:49:00,Personal,Cary,Morrisville,4.1,Moving,10,July,0,Mon,0 days 00:12:00
2016-07-18 10:54:00,2016-07-18 11:15:00,Personal,Morrisville,Cary,6.1,Moving,10,July,0,Mon,0 days 00:21:00
2016-07-18 11:25:00,2016-07-18 11:36:00,Personal,Northwoods,Preston,3.3,Moving,11,July,0,Mon,0 days 00:11:00
2016-07-18 11:40:00,2016-07-18 11:56:00,Personal,Preston,Whitebridge,4.7,Moving,11,July,0,Mon,0 days 00:16:00
2016-07-18 17:12:00,2016-07-18 17:33:00,Business,Cary,Apex,7.2,Meeting,17,July,0,Mon,0 days 00:21:00
2016-07-18 18:32:00,2016-07-18 18:47:00,Business,Apex,Cary,5.5,Meal/Entertain,18,July,0,Mon,0 days 00:15:00
2016-07-18 19:07:00,2016-07-18 19:14:00,Business,Cary,Morrisville,3.3,Meal/Entertain,19,July,0,Mon,0 days 00:07:00
2016-07-18 20:28:00,2016-07-18 20:32:00,Business,Hazelwood,Weston,0.9,Errand/Supplies,20,July,0,Mon,0 days 00:04:00
2016-07-18 21:11:00,2016-07-18 21:19:00,Business,Morrisville,Cary,3.8,Meal/Entertain,21,July,0,Mon,0 days 00:08:00
2016-07-19 10:35:00,2016-07-19 10:51:00,Business,Whitebridge,Stonewater,6.4,Customer Visit,10,July,1,Tue,0 days 00:16:00
2016-07-19 10:56:00,2016-07-19 11:11:00,Business,Stonewater,Lexington Park at Amberly,3.0,Meeting,10,July,1,Tue,0 days 00:15:00
2016-07-19 11:30:00,2016-07-19 12:00:00,Business,Lexington Park at Amberly,Whitebridge,8.7,Meal/Entertain,11,July,1,Tue,0 days 00:30:00
2016-07-19 17:14:00,2016-07-19 17:24:00,Business,Whitebridge,Chessington,3.9,Errand/Supplies,17,July,1,Tue,0 days 00:10:00
2016-07-19 17:50:00,2016-07-19 18:08:00,Personal,Chessington,Whitebridge,4.8,Unknown,17,July,1,Tue,0 days 00:18:00
2016-07-20 17:12:00,2016-07-20 17:24:00,Personal,Whitebridge,Edgehill Farms,2.8,Unknown,17,July,2,Wed,0 days 00:12:00
2016-07-20 17:50:00,2016-07-20 17:57:00,Personal,Edgehill Farms,Preston,1.4,Unknown,17,July,2,Wed,0 days 00:07:00
